368,Patrick Bailey
369,Dylan Moore
370,Masataka Yoshida
371,Michael Massey
372,Jordan Lawlar
373,Andrew Benintendi
374,Jose Miranda
375,Bryan De La Cruz
376,Jorge Polanco
377,Liam Hendriks
378,Sal Frelick
379,Starling Marte
380,Grant Holmes
381,Luis Garcia
382,Sean Burke
383,Tyler Anderson
384,Brendan Rodgers
385,Jason Adam
386,Cade Smith
387,Aroldis Chapman
388,Orion Kerkering
389,Edwin Uceta
390,Dustin May
391,Justin Verlander
392,Andre Pallante
393,Hunter Goodman
394,Mitchell Parker
395,Andrew Heaney
396,Jhonkensy Noel
397,Isiah Kiner-Falefa
398,Dalton Rushing
399,David Hamilton
400,Jesse Winker
